               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 105,            0.023423,            0.012821,           0.0060368,             0.99204,                   1,               0.995,             0.70183,             0.03302,            0.019095,           0.0046227,            0.003136,            0.003136,            0.003136
                 106,            0.023696,            0.013018,           0.0063425,             0.95551,                   1,               0.995,             0.70183,            0.030289,            0.017519,           0.0078317,             0.00307,             0.00307,             0.00307
                 107,            0.023474,            0.012751,            0.006211,             0.99612,                   1,               0.995,             0.70183,            0.030968,            0.018303,           0.0045263,            0.003004,            0.003004,            0.003004
                 108,            0.023658,             0.01254,           0.0062767,              0.9895,                   1,               0.995,             0.68331,            0.033054,            0.018884,           0.0044425,            0.002938,            0.002938,            0.002938
                 109,            0.022865,            0.012688,           0.0061578,              0.9922,                   1,               0.995,             0.66867,            0.033104,            0.020733,           0.0040942,            0.002872,            0.002872,            0.002872
                 110,            0.022981,            0.012553,           0.0060424,             0.99488,                   1,               0.995,             0.68477,             0.03322,            0.023279,           0.0037902,            0.002806,            0.002806,            0.002806
                 111,            0.023116,            0.012692,            0.006242,             0.99285,                   1,               0.995,             0.68392,            0.032158,            0.021355,           0.0037251,             0.00274,             0.00274,             0.00274
                 112,            0.022872,             0.01252,           0.0059366,             0.99567,                   1,               0.995,             0.70297,            0.032451,            0.023586,           0.0036056,            0.002674,            0.002674,            0.002674
                 113,            0.023012,            0.012866,           0.0060983,             0.99154,                   1,               0.995,             0.66867,             0.03262,            0.022975,           0.0035218,            0.002608,            0.002608,            0.002608
                 114,            0.022511,            0.012559,           0.0058831,             0.99307,                   1,               0.995,             0.66867,            0.033934,            0.022108,           0.0037665,            0.002542,            0.002542,            0.002542
                 115,            0.022359,            0.012215,           0.0059359,             0.99166,                   1,               0.995,             0.66867,            0.033029,             0.02228,           0.0039145,            0.002476,            0.002476,            0.002476
